DATE,Temp_max,Temp_min,Vent,PLV,EVA,APP
2010-04-19,14,21.0,28,26.69999990463257,2.04,0.0014
2010-04-20,10,23.0,16,0.0,2.2,0.0015
2010-04-21,11,27.0,34,0.0,2.63,0.0033
2010-04-22,18,23.0,29,89.5,3.06,0.0
2010-04-23,16,23.0,29,61.5,2.04,0.0026
2010-04-24,16,20.0,37,12.800000071525577,2.7,0.0018
2010-04-25,15,22.0,28,33.900000023841855,2.88,0.0019
2010-04-26,15,25.0,24,8.5,2.82,0.0019
2010-04-27,14,25.0,27,0.0,2.63,0.0
2010-04-28,13,24.0,28,0.0,3.0,0.0
2010-04-29,14,24.0,27,0.0,3.18,0.0
2010-04-30,11,27.0,31,0.0,3.55,0.0
2010-05-01,8,23.0,16,0.0,2.2,0.0
2010-05-02,10,20.0,35,80.30000019073486,1.2,0.0
2010-05-03,11,21.0,22,50.799999833106995,2.42,0.0016
2010-05-04,12,19.0,29,15.800000038743022,3.0,0.0
2010-05-05,14,23.0,29,1.5,2.88,0.0
2010-05-06,18,28.0,27,0.0,6.3,0.0008
2010-05-07,23,35.0,24,0.0,8.01,0.0
2010-05-08,22,31.0,35,0.0,9.63,0.0
2010-05-09,21,31.0,27,0.0,7.29,0.0
2010-05-10,20,29.0,27,0.0,3.24,0.0
2010-05-11,15,21.0,34,43.8,0.0,0.384
2010-05-12,7,16.0,26,0.7,0.96,0.0
2010-05-13,16,27.0,28,0.0,4.21,0.0
2010-05-14,14,22.0,35,32.90000009536744,4.33,0.0
2010-05-15,13,22.0,46,11.800000190734862,4.21,0.0
2010-05-16,14,23.0,34,0.0,4.09,0.0
2010-05-17,13,24.0,35,0.0,4.27,0.0
2010-05-18,15,24.0,35,0.0,4.55,0.0
2010-05-19,14,26.0,35,0.0,4.63,0.0
2010-05-20,15,22.0,34,7.299999952316281,4.75,0.0
2010-05-21,15,25.0,31,2.8999999642372085,4.21,0.0
2010-05-22,14,27.0,21,54.5,5.03,0.0
2010-05-23,16,27.0,21,535.2000007629395,4.96,0.0
2010-05-24,16,21.0,27,262.4000007510186,3.91,0.0062
2010-05-25,14,26.0,16,35.99999995231628,2.88,0.0019
2010-05-26,14,32.0,28,0.0,4.55,0.006
2010-05-27,19,37.0,34,0.0,6.42,0.0
2010-05-28,20,28.0,22,0.0,6.75,0.0
2010-05-29,18,24.0,26,27.200000196695328,5.03,0.0
2010-05-30,18,25.0,37,20.4,3.45,0.0
2010-05-31,19,29.0,41,0.0,3.91,0.0
2010-06-01,12,21.0,21,0.0,2.35,0.0016
2010-06-02,11,18.0,35,0.3,0.93,0.0006
2010-06-03,11,14.0,27,0.0,2.2,0.0
2010-06-04,10,19.0,26,0.0,2.94,0.0028
2010-06-05,13,23.0,24,0.0,3.45,0.0
2010-06-06,16,30.0,22,0.0,6.15,0.0
2010-06-07,24,34.0,34,0.0,8.17,0.0
2010-06-08,22,32.0,29,0.0,9.37,0.0
2010-06-09,20,33.0,26,0.0,8.53,0.0011
2010-06-10,17,34.0,22,0.0,3.12,0.0
2010-06-11,15,22.0,27,0.8,0.6,0.3173
2010-06-12,8,20.0,13,0.0,1.08,0.0153
2010-06-13,19,28.0,28,0.0,5.82,0.0014
2010-06-14,20,32.0,29,0.0,6.15,0.0
2010-06-15,20,31.0,28,6.700000047683719,5.77,0.0004
2010-06-16,20,29.0,27,1.9,4.75,0.0
2010-06-17,20,36.0,26,0.0,7.21,0.0
2010-06-18,20,30.0,35,0.0,8.25,0.0
2010-06-19,20,31.0,31,5.500000059604649,8.75,0.0
2010-06-20,18,31.0,44,11.900000154972085,6.3,0.0
2010-06-21,16,25.0,41,7.2,4.72,0.0011
2010-06-22,17,26.0,35,0.0,6.67,0.0
2010-06-23,18,28.0,28,0.0,6.67,0.0
2010-06-24,16,28.0,28,0.0,7.15,0.0
2010-06-25,15,29.0,24,0.0,7.45,0.0
2010-06-26,20,29.0,24,0.0,7.27,0.0
2010-06-27,19,29.0,26,0.0,7.87,0.0
2010-06-28,18,31.0,27,0.0,7.75,0.0015
2010-06-29,20,32.0,28,0.0,7.69,0.0017
2010-06-30,21,33.0,29,0.0,7.99,0.0
2010-07-01,8,20.0,24,0.0,2.4,0.0016
2010-07-02,10,16.0,37,9.2,0.6,0.0004
2010-07-03,10,14.0,24,10.2,1.08,0.0007
2010-07-04,14,22.0,34,0.0,3.45,0.0
2010-07-05,13,24.0,22,0.0,3.24,0.0061
2010-07-06,21,31.0,29,0.0,5.82,0.0013
2010-07-07,23,35.0,31,0.0,7.99,0.0
2010-07-08,22,31.0,29,0.0,9.85,0.0
2010-07-09,26,41.0,31,13.0,8.41,0.0008
2010-07-10,20,28.0,22,0.0,3.85,0.0
2010-07-11,14,21.0,27,1.6,0.54,0.0143
2010-07-12,11,25.0,16,0.0,2.26,0.0
2010-07-13,25,36.0,28,0.0,8.26,0.0
2010-07-14,25,40.0,28,0.0,9.07,0.0
2010-07-15,24,34.0,24,0.0,9.61,0.0009
2010-07-16,21,35.0,16,0.0,9.91,0.0007
2010-07-17,23,36.0,16,0.0,10.09,0.0
2010-07-18,23,37.0,35,0.0,10.03,0.0
2010-07-19,25,34.0,29,0.0,9.97,0.0
2010-07-20,24,32.0,22,0.0,9.97,0.0
2010-07-21,24,37.0,29,0.0,9.85,0.0
2010-07-22,26,38.0,26,0.0,10.03,0.0
2010-07-23,27,42.0,24,0.0,10.33,0.0
2010-07-24,24,32.0,44,16.7999992370605,10.44,0.0
2010-07-25,23,30.0,41,1.89999997615814,9.97,0.0
2010-07-26,23,31.0,41,0.0,9.85,0.0
2010-07-27,22,33.0,31,0.0,9.71,0.0029
2010-07-28,23,33.0,28,2.5999999046325697,9.45,0.0
2010-07-29,20,34.0,28,0.0,9.45,0.0
2010-07-30,23,33.0,31,0.0,9.89,0.0019
2010-07-31,22,31.0,29,0.0,9.61,0.0011
2010-08-01,11,21.0,34,0.0,2.35,0.0
2010-08-02,9,16.0,21,3.8,0.75,0.0005
2010-08-03,12,15.0,21,17.5,0.66,0.0104
2010-08-04,13,16.0,13,0.0,3.91,0.0
2010-08-05,14,24.0,24,0.0,3.04,0.0
2010-08-06,19,31.0,28,0.0,7.21,0.0
2010-08-07,20,31.0,22,0.0,7.93,0.0
2010-08-08,21,29.0,24,0.0,9.61,0.0014
2010-08-09,23,32.0,26,0.0,8.59,0.0
2010-08-10,23,33.0,27,1.29999995231628,3.55,0.0
2010-08-11,14,23.0,34,0.7,0.72,0.0074
2010-08-12,14,29.0,22,0.0,1.48,0.0014
2010-08-13,25,41.0,29,0.0,9.61,0.0039
2010-08-14,26,38.0,31,0.0,10.01,0.0
2010-08-15,23,31.0,24,0.0,9.91,0.0
2010-08-16,22,32.0,22,5.0,9.63,0.0022
2010-08-17,25,34.0,16,5.9,9.45,0.0017
2010-08-18,23,36.0,28,0.0,8.95,0.0014
2010-08-19,23,35.0,22,0.0,9.61,0.0032
2010-08-20,24,41.0,26,0.0,9.85,0.0023
2010-08-21,25,36.0,31,0.0,10.15,0.0031
2010-08-22,25,34.0,31,0.0,9.85,0.0028
2010-08-23,24,34.0,16,0.0,9.45,0.0013
2010-08-24,23,37.0,16,0.0,9.37,0.0
2010-08-25,23,35.0,28,0.0,9.48,0.0021
2010-08-26,23,34.0,28,0.0,9.25,0.001
2010-08-27,21,36.0,15,0.0,9.37,0.0018
2010-08-28,23,39.0,26,0.0,0.09,0.0
2010-08-29,24,32.0,35,0.0,9.1,0.0
2010-08-30,22,31.0,31,0.0,8.85,0.0
2010-08-31,21,29.0,39,0.0,8.72,0.0009
2010-09-01,6,13.0,35,11.3,1.93,0.0013
2010-09-02,11,20.0,34,0.0,1.02,0.0
2010-09-03,10,14.0,31,30.99999976158142,1.14,0.0008
2010-09-04,11,16.0,15,38.1,2.98,0.0
2010-09-05,13,32.0,26,0.0,3.91,0.0
2010-09-06,21,30.0,44,0.699999988079071,7.39,0.0
2010-09-07,22,33.0,24,0.0,8.01,0.0
2010-09-08,18,33.0,15,17.0,9.49,0.0135
2010-09-09,21,29.0,22,79.2999992370605,7.15,0.0024
2010-09-10,20,32.0,27,84.0,3.4,0.0
2010-09-11,15,25.0,31,15.5,1.26,0.0
2010-09-12,13,28.0,24,0.0,1.56,0.0015
2010-09-13,20,30.0,34,0.0,6.63,0.001
2010-09-14,22,28.0,39,37.8999997973442,5.95,0.0004
2010-09-15,21,28.0,31,28.7,3.55,0.0
2010-09-16,19,30.0,22,2.8,3.0,0.0
2010-09-17,22,35.0,29,0.0,3.45,0.0
2010-09-18,20,36.0,21,0.0,5.53,0.0
2010-09-19,22,30.0,26,0.0,5.89,0.0
2010-09-20,20,28.0,27,0.0,5.71,0.0
2010-09-21,22,31.0,21,6.0,5.4,0.0
2010-09-22,22,29.0,26,0.0,3.92,0.0
2010-09-23,20,27.0,16,114.3999977111816,4.03,0.0
2010-09-24,20,30.0,50,256.1999999284744,4.5,0.0
2010-09-25,19,27.0,35,69.10000009536743,2.25,0.0031
2010-09-26,18,28.0,27,35.2,3.12,0.0054
2010-09-27,18,26.0,27,38.19999985694885,3.45,0.0016
2010-09-28,18,26.0,16,99.80000019073486,2.75,0.0
2010-09-29,19,24.0,31,63.999999332427976,1.82,0.0022
2010-09-30,17,26.0,13,0.0,2.94,0.0021
2010-10-01,5,12.0,29,0.0,1.8,0.0012
2010-10-02,8,14.0,46,6.9,0.8,0.0005
2010-10-03,8,16.0,29,15.2,0.96,0.0606
2010-10-04,12,20.0,27,2.3,2.63,0.0
2010-10-05,19,35.0,31,0.0,4.1,0.0
2010-10-06,22,30.0,41,0.0,7.93,0.0
2010-10-07,21,33.0,22,0.0,8.29,0.0
2010-10-08,20,37.0,27,5.0,9.61,0.0
2010-10-09,21,28.0,35,9.0,7.35,0.0136
2010-10-10,22,30.0,28,43.399999737739556,3.18,0.0053
2010-10-11,15,25.0,24,25.70000004768372,2.4,0.0017
2010-10-12,12,17.0,44,0.0,2.04,0.0018
2010-10-13,20,28.0,27,132.099999666214,2.94,0.004
2010-10-14,18,25.0,28,87.00000047683716,2.7,0.0054
2010-10-15,18,26.0,21,31.59999996423721,2.2,0.0026
2010-10-16,18,25.0,27,10.89999985694885,2.63,0.0
2010-10-17,16,25.0,28,275.3999996185303,2.76,0.0042
2010-10-18,13,19.0,35,166.90000047683714,1.8,0.0017
2010-10-19,13,20.0,39,38.199999976158146,1.74,0.0008
2010-10-20,15,22.0,29,2.300000011920929,5.49,0.0032
2010-10-21,14,23.0,16,0.0,2.63,0.0012
2010-10-22,14,23.0,15,6.0,2.88,0.0
2010-10-23,13,25.0,26,4.0,3.06,0.0022
2010-10-24,14,22.0,15,54.699999570846494,3.0,0.0
2010-10-25,14,25.0,34,97.40000019073486,1.86,0.0017
2010-10-26,13,19.0,29,39.79999992847443,1.74,0.0017
2010-10-27,13,19.0,31,37.60000007152557,1.98,0.0016
2010-10-28,12,21.0,24,12.7,2.04,0.0
2010-10-29,14,22.0,13,0.0,2.2,0.0
2010-10-30,10,25.0,16,0.0,2.15,0.002
2010-10-31,14,24.0,26,0.0,2.04,0.002
2010-11-01,6,17.0,24,0.0,1.76,0.0
2010-11-02,7,13.0,26,87.1999994277954,0.72,0.0005
2010-11-03,9,15.0,26,290.5999990463257,1.2,0.0008
2010-11-04,9,24.0,15,452.6000022888184,2.94,0.0
2010-11-05,19,30.0,28,222.5000003576279,3.97,0.0076
2010-11-06,21,28.0,28,24.19999980926514,7.39,0.0
2010-11-07,22,35.0,22,37.70000010728836,8.77,0.0
2010-11-08,22,35.0,22,20.5,9.85,0.002
2010-11-09,21,28.0,28,0.0,6.9,0.0
2010-11-10,19,27.0,21,64.30000014305115,2.15,0.0031
2010-11-11,14,20.0,34,37.89999977350236,1.92,0.0015
2010-11-12,12,15.0,22,5.299999952316281,2.25,0.0
2010-11-13,14,23.0,13,0.0,1.08,0.0
2010-11-14,13,25.0,27,0.0,1.56,0.0018
2010-11-15,12,25.0,15,0.9000000357627869,1.74,0.0009
2010-11-16,12,19.0,34,20.0,1.14,0.0
2010-11-17,12,20.0,31,0.0,1.44,0.0007
2010-11-18,13,21.0,15,0.0,1.5,0.0
2010-11-19,14,20.0,16,0.0,1.86,0.0
2010-11-20,13,23.0,16,1.5,2.04,0.0
2010-11-21,13,22.0,21,8.899999976158139,1.74,0.0
2010-11-22,12,20.0,28,7.8,1.56,0.0
2010-11-23,11,18.0,34,0.0,1.86,0.0016
2010-11-24,11,17.0,26,0.500000014901161,1.98,0.0
2010-11-25,13,17.0,11,15.69999992847443,2.04,0.0
2010-11-26,12,18.0,22,89.29999977350235,1.92,0.0018
2010-11-27,11,20.0,29,34.19999952316281,1.56,0.0
2010-11-28,13,26.0,41,0.0,1.98,0.0
2010-11-29,10,21.0,31,0.0,1.86,0.0
2010-11-30,17,27.0,31,0.0,2.2,0.0
2010-12-01,9,14.0,22,1.60000002384186,1.42,0.001
2010-12-02,4,11.0,35,0.0,0.85,0.0
2010-12-03,10,15.0,27,45.600000381469734,1.42,0.001
2010-12-04,14,20.0,16,42.30000011920929,2.88,0.0
2010-12-05,14,26.0,24,0.0,4.03,0.0
2010-12-06,20,28.0,29,0.0,5.2,0.0004
2010-12-07,21,36.0,26,0.0,8.17,0.0
2010-12-08,20,37.0,22,0.0,9.45,0.0043
2010-12-09,18,29.0,16,0.0,6.82,0.009000000000000001
2010-12-10,21,33.0,31,0.0,2.76,0.0
2010-12-11,12,21.0,28,0.3,1.21,0.0011
2010-12-12,10,18.0,22,0.0,2.15,0.0018
2010-12-13,10,17.0,29,0.0,2.4,0.002
2010-12-14,10,16.0,31,4.300000011920929,1.86,0.0
2010-12-15,7,11.0,24,7.999999988079071,1.62,0.0
2010-12-16,5,10.0,31,52.49999988079071,1.2,0.0
2010-12-17,4,14.0,24,30.999999904632567,0.9,0.0005
2010-12-18,7,18.0,24,3.5,1.08,0.0
2010-12-19,5,25.0,16,0.0,1.02,0.0
2010-12-20,10,19.0,26,0.0,1.19,0.0012
2010-12-21,10,20.0,28,0.0,1.26,0.0
2010-12-22,10,22.0,28,0.0,1.56,0.0
2010-12-23,15,24.0,26,0.0,1.44,0.0
2010-12-24,11,16.0,48,0.0,1.74,0.0023
2010-12-25,9,14.0,34,0.0,1.68,0.0017
2010-12-26,8,13.0,31,0.0,1.38,0.0
2010-12-27,7,15.0,26,2.0,1.26,0.0
2010-12-28,7,16.0,15,0.0,1.32,0.0018
2010-12-29,4,16.0,16,0.0,1.74,0.0
2010-12-30,3,17.0,21,0.0,1.98,0.002
2010-12-31,5,18.0,24,0.0,1.74,0.0
2011-01-01,11,17.0,22,0.0,1.68,0.0018
2011-01-02,10,15.0,29,16.5,0.24,0.0161
2011-01-03,6,14.0,27,5.5,0.66,0.0288
2011-01-04,13,21.0,24,0.0,2.4,0.0016
2011-01-05,16,25.0,28,0.0,2.5,0.0097
2011-01-06,17,24.0,28,9.9,3.65,0.0
2011-01-07,23,32.0,34,0.0,8.53,0.0
2011-01-08,21,31.0,22,0.0,9.0,0.0
2011-01-09,26,37.0,24,0.0,8.77,0.0
2011-01-10,18,29.0,27,0.0,3.4,0.0
2011-01-11,18,20.0,22,108.20000002384185,0.0,1.022
2011-01-12,10,20.0,11,148.90000057220456,1.24,0.0009
2011-01-13,11,17.0,21,58.4,0.54,0.0078
2011-01-14,9,18.0,27,0.6,0.78,0.0009
2011-01-15,6,20.0,22,0.0,1.8,0.0015
2011-01-16,9,18.0,13,0.0,1.2,0.0
2011-01-17,7,17.0,11,0.0,1.32,0.0015
2011-01-18,9,16.0,13,0.0,1.38,0.0
2011-01-19,10,17.0,9,0.0,1.26,0.0015
2011-01-20,10,15.0,21,0.0,1.44,0.0
2011-01-21,8,16.0,35,0.0,1.32,0.0015
2011-01-22,7,13.0,34,0.0,1.26,0.0
2011-01-23,5,14.0,21,0.0,1.4,0.0015
2011-01-24,8,15.0,16,0.0,1.62,0.0
2011-01-25,8,12.0,13,3.2,1.56,0.0
2011-01-26,6,16.0,26,55.699999713897704,0.78,0.0164
2011-01-27,12,16.0,21,25.000000005960466,0.44,0.0
2011-01-28,10,19.0,24,18.3,0.98,0.0005
2011-01-29,8,21.0,21,0.0,1.08,0.0011
2011-01-30,10,18.0,13,0.0,1.28,0.0011
2011-01-31,10,13.0,16,52.0,0.5,0.0008
2011-02-01,10,16.0,24,101.0,1.74,0.0
2011-02-02,10,15.0,24,136.39999980926513,0.43,0.0002
2011-02-03,8,15.0,34,229.09999980926509,0.96,0.001
2011-02-04,11,22.0,27,35.90000009536743,2.25,0.0
2011-02-05,16,31.0,42,0.0,2.94,0.0019
2011-02-06,16,24.0,26,0.0,3.85,0.0
2011-02-07,22,33.0,28,0.0,8.01,0.0032
2011-02-08,19,31.0,22,0.0,9.61,0.0
2011-02-09,26,42.0,31,0.0,9.0,0.0
2011-02-10,18,29.0,21,0.0,3.18,0.0011
2011-02-11,17,23.0,9,26.6,0.0,0.5987
2011-02-12,9,21.0,22,0.0,1.26,0.0009
2011-02-13,4,17.0,15,0.0,1.6,0.0
2011-02-14,4,17.0,13,0.0,1.8,0.0
2011-02-15,5,18.0,22,0.0,1.56,0.0
2011-02-16,9,20.0,22,0.0,1.32,0.0
2011-02-17,7,20.0,29,223.7999992370605,1.5,0.0
2011-02-18,9,15.0,39,306.19999961853017,0.94,0.0409
2011-02-19,11,17.0,39,24.30000009536743,0.82,0.0009
2011-02-20,8,19.0,26,2.0,1.32,0.0011
2011-02-21,11,16.0,31,0.400000005960465,1.08,0.001
2011-02-22,10,15.0,37,44.499999809265134,0.94,0.0009
2011-02-23,9,14.0,44,111.99999952316287,1.32,0.0
2011-02-24,8,14.0,37,61.20000019073486,0.6,0.0008
2011-02-25,7,14.0,39,0.0,0.94,0.0009
2011-02-26,7,9.0,28,43.3999996185303,0.82,0.0009
2011-02-27,5,16.0,15,172.99999942779536,0.24,0.0166
2011-02-28,8,13.0,21,209.7000002861023,0.6,0.0308
2011-03-01,9,15.0,28,39.9,1.5,0.0017
2011-03-02,10,14.0,28,16.7,0.28,0.0071
2011-03-03,6,15.0,16,54.80000019073486,1.14,0.0
2011-03-04,9,25.0,15,99.80000019073486,2.7,0.0
2011-03-05,16,24.0,35,73.5,3.3,0.0
2011-03-06,18,24.0,24,0.0,3.91,0.0
2011-03-07,20,33.0,27,0.0,7.53,0.003
2011-03-08,21,34.0,27,0.0,10.01,0.0
2011-03-09,25,35.0,39,0.0,9.14,0.0033
2011-03-10,19,29.0,28,0.0,3.0,0.001
2011-03-11,16,23.0,22,0.0,0.42,0.2053
2011-03-12,12,21.0,27,32.0,1.56,0.0011
2011-03-13,12,23.0,29,1.4,2.7,0.0018
2011-03-14,12,21.0,26,0.0,2.15,0.0
2011-03-15,12,23.0,35,0.0,1.74,0.0
2011-03-16,12,20.0,34,22.90000014305115,2.04,0.0016
2011-03-17,10,22.0,29,31.49999990463257,1.8,0.0
2011-03-18,12,19.0,35,0.0,1.94,0.0
2011-03-19,13,19.0,31,1.5,1.74,0.0013
2011-03-20,11,18.0,28,5.700000047683719,1.56,0.0012
2011-03-21,10,17.0,22,49.20000019073486,1.32,0.0
2011-03-22,7,17.0,27,0.0,1.5,0.0011
2011-03-23,7,18.0,27,0.0,1.8,0.0
2011-03-24,8,18.0,27,0.0,1.74,0.0013
2011-03-25,8,21.0,22,0.0,2.04,0.0
2011-03-26,12,24.0,27,0.0,1.92,0.0015
2011-03-27,10,25.0,16,0.0,2.15,0.0
2011-03-28,12,22.0,31,9.199999988079071,2.25,0.0
2011-03-29,12,21.0,22,0.2,2.04,0.0015
2011-03-30,11,20.0,21,72.19999980926514,2.54,0.0
2011-03-31,13,19.0,31,160.29999904632564,2.15,0.0015
2011-04-01,9,16.0,27,0.0,1.4,0.0
2011-04-02,9,15.0,31,4.2,0.42,0.0072
2011-04-03,10,12.0,22,0.3,0.94,0.001
2011-04-04,10,27.0,9,0.0,2.94,0.0
2011-04-05,16,25.0,31,0.0,3.15,0.0019
2011-04-06,18,26.0,27,0.0,4.55,0.0
2011-04-07,21,38.0,31,0.0,7.87,0.0
2011-04-08,24,39.0,31,0.0,9.87,0.0
2011-04-09,24,32.0,31,0.0,8.42,0.0
2011-04-10,18,28.0,22,0.0,2.92,0.0
2011-04-11,18,24.0,24,0.0,1.4,0.076
2011-04-12,11,20.0,16,2.0,1.64,0.0011
2011-04-13,14,22.0,42,0.0,3.18,0.0
2011-04-14,12,22.0,26,4.0,3.4,0.0
2011-04-15,12,21.0,28,13.00000004768372,3.24,0.0
2011-04-16,13,20.0,35,26.5,3.06,0.002
2011-04-17,11,20.0,28,50.50000014305115,3.4,0.0
2011-04-18,11,21.0,27,0.0,3.36,0.0
2011-04-19,15,24.0,29,185.8000011444092,3.55,0.0
2011-04-20,14,20.0,21,204.0999992370605,2.04,0.0014
2011-04-21,15,20.0,28,12.0,2.15,0.0014
2011-04-22,16,23.0,31,61.70000000298023,2.94,0.0
2011-04-23,16,20.0,26,103.5999997258186,2.2,0.0014
2011-04-24,16,22.0,31,3.2000000476837203,3.06,0.0
2011-04-25,17,21.0,21,155.0,3.3,0.0
2011-04-26,15,20.0,29,171.19999926090236,0.0,0.0164
2011-04-27,15,21.0,28,55.09999990463257,1.8,0.0013
2011-04-28,14,25.0,21,5.59999990463257,2.04,0.0014
2011-04-29,14,27.0,34,21.19999980926514,3.06,0.0
2011-04-30,17,25.0,29,64.29999943077564,3.18,0.0
2011-05-01,7,17.0,16,0.0,1.26,0.0017
2011-05-02,7,16.0,22,8.300000190734862,0.94,0.0
2011-05-03,9,16.0,29,13.0,0.42,0.0147
2011-05-04,14,25.0,34,0.0,3.0,0.0019
2011-05-05,14,25.0,28,0.0,3.5,0.0
2011-05-06,18,28.0,22,0.0,4.63,0.0033
2011-05-07,24,33.0,34,0.0,7.31,0.0
2011-05-08,23,33.0,24,3.5,10.27,0.0
2011-05-09,24,31.0,29,23.100000023841858,8.28,0.0
2011-05-10,19,28.0,27,0.0,2.88,0.001
2011-05-11,16,26.0,42,0.0,3.45,0.0524
2011-05-12,10,20.0,26,0.0,1.69,0.0012
2011-05-13,13,30.0,29,0.0,5.15,0.0
2011-05-14,16,32.0,29,0.0,5.03,0.0
2011-05-15,16,29.0,42,0.0,5.41,0.0
2011-05-16,16,24.0,31,0.0,5.53,0.0
2011-05-17,14,24.0,21,0.0,5.44,0.0
2011-05-18,13,26.0,24,0.0,5.77,0.0
2011-05-19,17,26.0,22,0.0,5.65,0.0
2011-05-20,18,25.0,28,12.5,5.57,0.0
2011-05-21,16,18.0,28,100.60000005960464,4.21,0.0153
2011-05-22,16,19.0,31,130.6999995708465,2.7,0.0
2011-05-23,17,22.0,24,221.49999980926512,0.94,0.0124
2011-05-24,18,25.0,24,3.6,1.2,0.0065
2011-05-25,18,25.0,28,0.0,2.63,0.0
2011-05-26,16,28.0,21,0.0,3.5,0.0024
2011-05-27,17,30.0,22,0.0,3.62,0.0
2011-05-28,19,30.0,21,0.0,5.41,0.0
2011-05-29,17,26.0,28,3.0,5.57,0.0
2011-05-30,14,27.0,21,0.0,5.77,0.0
2011-05-31,20,29.0,29,124.19999980926511,6.01,0.0
2011-06-01,7,20.0,13,21.0,1.74,0.0
2011-06-02,8,17.0,26,0.0,1.12,0.0
2011-06-03,7,18.0,15,15.0,1.2,0.0011
2011-06-04,13,20.0,34,3.0,3.4,0.0
2011-06-05,13,25.0,26,5.600000023841858,3.62,0.0022
2011-06-06,20,28.0,28,20.1,4.82,0.0
2011-06-07,22,32.0,29,16.40000009536743,7.86,0.0
2011-06-08,20,33.0,22,10.20000004768372,10.15,0.0
2011-06-09,24,33.0,28,20.0,8.4,0.0
2011-06-10,18,28.0,16,35.5,2.7,0.0
2011-06-11,13,22.0,29,138.4999990463256,1.74,0.0312
2011-06-12,11,17.0,22,0.0,1.74,0.0012
2011-06-13,17,29.0,21,0.0,4.5,0.0
2011-06-14,17,30.0,29,0.0,4.96,0.0
2011-06-15,19,29.0,29,0.0,5.53,0.0
2011-06-16,18,28.0,27,0.0,5.83,0.0
2011-06-17,18,32.0,28,0.0,5.89,0.0
2011-06-18,24,34.0,31,0.0,6.01,0.0
2011-06-19,22,31.0,34,0.0,6.15,0.0
2011-06-20,20,30.0,28,0.0,5.92,0.0
2011-06-21,17,29.0,21,0.0,6.01,0.0
2011-06-22,18,35.0,29,0.0,6.8,0.0
2011-06-23,19,37.0,16,0.0,7.27,0.0
2011-06-24,22,34.0,31,0.0,8.2,0.0
2011-06-25,22,30.0,34,0.0,8.01,0.0
2011-06-26,20,29.0,26,0.0,7.8,0.0
2011-06-27,19,31.0,27,0.0,7.53,0.0
2011-06-28,18,36.0,27,0.0,7.53,0.0
2011-06-29,20,36.0,21,0.0,8.2,0.0
2011-06-30,20,34.0,46,15.0,8.01,0.0
2011-07-01,5,22.0,16,0.0,2.04,0.0
2011-07-02,7,16.0,27,0.0,1.08,0.0006
2011-07-03,6,17.0,27,0.0,1.2,0.0011
2011-07-04,10,23.0,24,0.0,3.2,0.0021
2011-07-05,17,26.0,31,0.0,3.79,0.0
2011-07-06,20,27.0,29,0.0,4.89,0.0
2011-07-07,19,35.0,21,0.0,8.01,0.0
2011-07-08,25,38.0,16,0.0,10.51,0.0
2011-07-09,22,30.0,35,0.0,8.0,0.0
2011-07-10,19,29.0,28,0.0,2.88,0.001
2011-07-11,14,24.0,24,0.0,1.92,0.0113
2011-07-12,13,19.0,31,0.0,2.4,0.0017
2011-07-13,26,41.0,26,0.0,9.2,0.0
2011-07-14,25,33.0,26,0.0,10.03,0.0002
2011-07-15,24,34.0,31,0.0,9.4,0.0001
2011-07-16,23,33.0,24,0.0,8.2,0.0
2011-07-17,22,37.0,27,0.0,9.37,0.0187
2011-07-18,24,33.0,26,0.0,9.67,0.0
2011-07-19,24,34.0,31,0.0,10.03,0.004
2011-07-20,23,31.0,34,0.0,10.21,0.0
2011-07-21,22,31.0,22,0.0,9.8,0.0
2011-07-22,24,35.0,29,0.0,9.37,0.0
2011-07-23,24,32.0,37,0.0,9.61,0.0
2011-07-24,22,32.0,34,0.0,9.07,0.0
2011-07-25,22,32.0,35,0.0,9.19,0.0
2011-07-26,21,32.0,26,0.0,8.95,0.0
2011-07-27,23,37.0,31,0.0,9.61,0.0038
2011-07-28,24,34.0,31,0.0,9.8,0.0
2011-07-29,22,32.0,28,0.0,9.61,0.0038
2011-07-30,22,31.0,24,0.0,9.37,0.0
2011-07-31,22,31.0,28,0.0,9.4,0.0037
2011-08-01,9,23.0,27,0.0,1.56,0.023
2011-08-02,9,13.0,13,0.0,1.2,0.0006
2011-08-03,7,12.0,21,0.0,2.65,0.0
2011-08-04,12,27.0,21,0.0,3.72,0.0
2011-08-05,17,25.0,24,0.0,3.6,0.0022
2011-08-06,18,28.0,34,3.1,4.69,0.0
2011-08-07,24,38.0,35,0.0,7.87,0.0
2011-08-08,25,39.0,27,0.0,10.69,0.0
2011-08-09,23,32.0,37,0.0,7.5,0.0027
2011-08-10,17,25.0,31,19.6,1.68,0.0006
2011-08-11,14,25.0,15,0.0,1.68,0.0012
2011-08-12,12,20.0,24,0.2,0.56,0.0004
2011-08-13,19,34.0,22,0.0,10.01,0.0
2011-08-14,19,38.0,31,0.0,9.51,0.0
2011-08-15,23,33.0,28,0.0,10.15,0.0
2011-08-16,23,33.0,22,5.0,9.51,0.0
2011-08-17,22,34.0,22,0.0,9.25,0.0
2011-08-18,24,36.0,29,0.0,8.89,0.0
2011-08-19,25,38.0,34,0.0,9.0,0.0
2011-08-20,23,37.0,21,0.0,9.25,0.0
2011-08-21,21,34.0,21,0.0,8.83,0.0
2011-08-22,23,36.0,21,0.0,8.95,0.0
2011-08-23,24,37.0,28,0.0,9.0,0.0
2011-08-24,24,37.0,24,0.0,9.07,0.0
